name,rank,matches,wins,losses,draws,year,win_perc,loss_perc,draw_perc,era
John Cena,21,143,136,6,1,2013,95.1,4.2,0.7,Reality Era
Sheamus,22,140,110,25,5,2013,78.57,17.86,3.57,Reality Era
Tensai,23,138,91,46,1,2013,65.94,33.33,0.72,Reality Era
Wade Barrett,24,138,57,80,1,2013,41.3,57.97,0.72,Reality Era
Big E. Langston,25,137,59,77,1,2013,43.07,56.2,0.73,Reality Era
Darren Young,26,137,36,100,1,2013,26.28,72.99,0.73,Reality Era
R-Truth,27,136,78,57,1,2013,57.35,41.91,0.74,Reality Era
Fandango,28,135,58,76,1,2013,42.96,56.3,0.74,Reality Era
Justin Gabriel,29,134,63,70,1,2013,47.01,52.24,0.75,Reality Era
The Big Show,30,130,67,60,3,2013,51.54,46.15,2.31,Reality Era
Kaitlyn,31,126,88,37,1,2013,69.84,29.37,0.79,Reality Era
Kane,32,124,98,26,0,2013,79.03,20.97,0.0,Reality Era
Drew McIntyre,33,123,9,114,0,2013,7.32,92.68,0.0,Reality Era
Curtis Axel,34,119,56,60,3,2013,47.06,50.42,2.52,Reality Era
Natalya,35,114,87,26,1,2013,76.32,22.81,0.88,Reality Era
The Great Khali,36,113,81,30,2,2013,71.68,26.55,1.77,Reality Era
Jinder Mahal,37,112,7,105,0,2013,6.25,93.75,0.0,Reality Era
CM Punk,38,111,81,26,4,2013,72.97,23.42,3.6,Reality Era
Luke Harper,39,110,64,46,0,2013,58.18,41.82,0.0,Reality Era
AJ Lee,40,108,44,64,0,2013,40.74,59.26,0.0,Reality Era
Brie Bella,41,99,38,59,2,2013,38.38,59.6,2.02,Reality Era
Erick Rowan,42,95,56,39,0,2013,58.95,41.05,0.0,Reality Era
Aksana,43,92,3,89,0,2013,3.26,96.74,0.0,Reality Era
Bo Dallas,44,91,65,26,0,2013,71.43,28.57,0.0,Reality Era
Tamina Snuka,45,91,11,80,0,2013,12.09,87.91,0.0,Reality Era
Naomi,46,87,70,15,2,2013,80.46,17.24,2.3,Reality Era
Mark Henry,47,82,50,31,1,2013,60.98,37.8,1.22,Reality Era
Adrian Neville,48,81,57,24,0,2013,70.37,29.63,0.0,Reality Era
Bray Wyatt,49,80,56,24,0,2013,70.0,30.0,0.0,Reality Era
Leo Kruger,50,75,37,38,0,2013,49.33,50.67,0.0,Reality Era
Santino Marella,51,71,41,30,0,2013,57.75,42.25,0.0,Reality Era
Corey Graves,52,70,32,37,1,2013,45.71,52.86,1.43,Reality Era
Alicia Fox,53,68,19,49,0,2013,27.94,72.06,0.0,Reality Era
Chris Jericho,54,59,35,23,1,2013,59.32,38.98,1.69,Reality Era
Paige,55,59,43,16,0,2013,72.88,27.12,0.0,Reality Era
Rob Van Dam,56,58,41,16,1,2013,70.69,27.59,1.72,Reality Era
Rusev,57,57,33,24,0,2013,57.89,42.11,0.0,Reality Era
Mason Ryan,58,56,39,17,0,2013,69.64,30.36,0.0,Reality Era
Aiden English,59,55,18,37,0,2013,32.73,67.27,0.0,Reality Era
Emma,60,55,28,27,0,2013,50.91,49.09,0.0,Reality Era
Sami Zayn,61,54,28,26,0,2013,51.85,48.15,0.0,Reality Era
Conor O'Brian,62,53,35,16,2,2013,66.04,30.19,3.77,Reality Era
Layla,63,53,37,16,0,2013,69.81,30.19,0.0,Reality Era
Sasha Banks,64,53,24,29,0,2013,45.28,54.72,0.0,Reality Era
Alex Riley,65,51,20,31,0,2013,39.22,60.78,0.0,Reality Era
Primo,66,51,3,48,0,2013,5.88,94.12,0.0,Reality Era
Xavier Woods,67,51,30,21,0,2013,58.82,41.18,0.0,Reality Era
Epico,68,50,2,48,0,2013,4.0,96.0,0.0,Reality Era
Goldust,69,49,35,13,1,2013,71.43,26.53,2.04,Reality Era
Cameron,70,48,39,9,0,2013,81.25,18.75,0.0,Reality Era
Sin Cara,71,48,26,20,2,2013,54.17,41.67,4.17,Reality Era
Nikki Bella,72,47,25,22,0,2013,53.19,46.81,0.0,Reality Era
Colin Cassady,73,44,11,33,0,2013,25.0,75.0,0.0,Reality Era
Bayley,74,43,22,21,0,2013,51.16,48.84,0.0,Reality Era
Rick Victor,75,42,28,14,0,2013,66.67,33.33,0.0,Reality Era
Scott Dawson,76,42,10,32,0,2013,23.81,76.19,0.0,Reality Era
Kassius Ohno,77,41,17,24,0,2013,41.46,58.54,0.0,Reality Era
Summer Rae,78,41,15,26,0,2013,36.59,63.41,0.0,Reality Era
Dolph Ziggler,1,196,134,60,2,2014,68.37,30.61,1.02,Reality Era
Seth Rollins,2,196,87,105,4,2014,44.39,53.57,2.04,Reality Era
Jimmy Uso,3,190,143,43,4,2014,75.26,22.63,2.11,Reality Era
Cesaro,4,185,64,120,1,2014,34.59,64.86,0.54,Reality Era
Jey Uso,5,185,139,42,4,2014,75.14,22.7,2.16,Reality Era
Bray Wyatt,6,179,49,130,0,2014,27.37,72.63,0.0,Reality Era
Goldust,7,179,101,77,1,2014,56.42,43.02,0.56,Reality Era
Jack Swagger,8,173,49,123,1,2014,28.32,71.1,0.58,Reality Era
Luke Harper,9,172,31,140,1,2014,18.02,81.4,0.58,Reality Era
Sheamus,10,172,141,29,2,2014,81.98,16.86,1.16,Reality Era
Dean Ambrose,11,168,130,36,2,2014,77.38,21.43,1.19,Reality Era
Erick Rowan,12,164,38,124,2,2014,23.17,75.61,1.22,Reality Era
John Cena,13,164,141,23,0,2014,85.98,14.02,0.0,Reality Era
Titus O'Neil,14,162,29,132,1,2014,17.9,81.48,0.62,Reality Era
Ryback,15,158,43,114,1,2014,27.22,72.15,0.63,Reality Era
Curtis Axel,16,155,22,132,1,2014,14.19,85.16,0.65,Reality Era
Kofi Kingston,17,155,82,72,1,2014,52.9,46.45,0.65,Reality Era
Roman Reigns,18,150,118,28,4,2014,78.67,18.67,2.67,Reality Era
Fandango,19,145,20,124,1,2014,13.79,85.52,0.69,Reality Era
Alicia Fox,20,144,27,117,0,2014,18.75,81.25,0.0,Reality Era
Kane,21,138,10,127,1,2014,7.25,92.03,0.72,Reality Era
Paige,22,134,85,47,2,2014,63.43,35.07,1.49,Reality Era
The Miz,23,133,40,92,1,2014,30.08,69.17,0.75,Reality Era
Big E,24,132,84,48,0,2014,63.64,36.36,0.0,Reality Era
Sin Cara,25,130,81,49,0,2014,62.31,37.69,0.0,Reality Era
The Big Show,26,130,107,21,2,2014,82.31,16.15,1.54,Reality Era
Natalya,27,127,79,48,0,2014,62.2,37.8,0.0,Reality Era
Randy Orton,28,125,33,87,5,2014,26.4,69.6,4.0,Reality Era
Diego,29,121,78,42,1,2014,64.46,34.71,0.83,Reality Era
Heath Slater,30,118,11,106,1,2014,9.32,89.83,0.85,Reality Era
Damien Sandow,31,116,3,113,0,2014,2.59,97.41,0.0,Reality Era
Alberto Del Rio,32,114,31,82,1,2014,27.19,71.93,0.88,Reality Era
Bo Dallas,33,114,52,61,1,2014,45.61,53.51,0.88,Reality Era
Nikki Bella,34,114,75,39,0,2014,65.79,34.21,0.0,Reality Era
Adrian Neville,35,113,94,18,1,2014,83.19,15.93,0.88,Reality Era
Fernando,36,110,70,39,1,2014,63.64,35.45,0.91,Reality Era
R-Truth,37,110,61,49,0,2014,55.45,44.55,0.0,Reality Era
Rusev,38,110,80,30,0,2014,72.73,27.27,0.0,Reality Era
Adam Rose,39,108,87,21,0,2014,80.56,19.44,0.0,Reality Era
Sami Zayn,40,107,55,52,0,2014,51.4,48.6,0.0,Reality Era
Tyson Kidd,41,107,37,70,0,2014,34.58,65.42,0.0,Reality Era
Emma,42,100,73,27,0,2014,73.0,27.0,0.0,Reality Era
Stardust,43,97,52,45,0,2014,53.61,46.39,0.0,Reality Era
AJ Lee,44,93,58,35,0,2014,62.37,37.63,0.0,Reality Era
Cody Rhodes,45,90,46,43,1,2014,51.11,47.78,1.11,Reality Era
Cameron,46,89,36,52,1,2014,40.45,58.43,1.12,Reality Era
Naomi,47,89,71,16,2,2014,79.78,17.98,2.25,Reality Era
Tyler Breeze,48,86,30,54,2,2014,34.88,62.79,2.33,Reality Era
Viktor,49,86,53,33,0,2014,61.63,38.37,0.0,Reality Era
Konnor,50,80,51,29,0,2014,63.75,36.25,0.0,Reality Era
Xavier Woods,51,79,33,45,1,2014,41.77,56.96,1.27,Reality Era
Bayley,52,78,46,32,0,2014,58.97,41.03,0.0,Reality Era
Bad News Barrett,53,77,58,17,2,2014,75.32,22.08,2.6,Reality Era
Summer Rae,54,77,19,56,2,2014,24.68,72.73,2.6,Reality Era
Aiden English,55,76,37,39,0,2014,48.68,51.32,0.0,Reality Era
Charlotte,56,76,40,36,0,2014,52.63,47.37,0.0,Reality Era
Baron Corbin,57,74,55,19,0,2014,74.32,25.68,0.0,Reality Era
Mark Henry,58,72,49,22,1,2014,68.06,30.56,1.39,Reality Era
Sasha Banks,59,72,26,46,0,2014,36.11,63.89,0.0,Reality Era
Brie Bella,60,71,51,19,1,2014,71.83,26.76,1.41,Reality Era
Colin Cassady,61,71,47,23,1,2014,66.2,32.39,1.41,Reality Era
Layla,62,70,12,56,2,2014,17.14,80.0,2.86,Reality Era
CJ Parker,63,68,24,44,0,2014,35.29,64.71,0.0,Reality Era
Simon Gotch,64,66,35,31,0,2014,53.03,46.97,0.0,Reality Era
Rob Van Dam,65,65,28,35,2,2014,43.08,53.85,3.08,Reality Era
Kalisto,66,61,51,10,0,2014,83.61,16.39,0.0,Reality Era
Zack Ryder,67,61,8,53,0,2014,13.11,86.89,0.0,Reality Era
Drew McIntyre,68,59,1,56,2,2014,1.69,94.92,3.39,Reality Era
Jason Jordan,69,59,19,40,0,2014,32.2,67.8,0.0,Reality Era
Aksana,70,58,5,53,0,2014,8.62,91.38,0.0,Reality Era
Justin Gabriel,71,57,3,53,1,2014,5.26,92.98,1.75,Reality Era
Bull Dempsey,72,55,35,20,0,2014,63.64,36.36,0.0,Reality Era
Jinder Mahal,73,55,1,52,2,2014,1.82,94.55,3.64,Reality Era
Tye Dillinger,74,55,16,39,0,2014,29.09,70.91,0.0,Reality Era
El Torito,75,54,49,5,0,2014,90.74,9.26,0.0,Reality Era
Daniel Bryan,76,53,35,16,2,2014,66.04,30.19,3.77,Reality Era
Damien Mizdow,77,50,11,39,0,2014,22.0,78.0,0.0,Reality Era
Wesley Blake,78,49,10,39,0,2014,20.41,79.59,0.0,Reality Era
Becky Lynch,79,48,27,21,0,2014,56.25,43.75,0.0,Reality Era
The Great Khali,80,46,40,6,0,2014,86.96,13.04,0.0,Reality Era
Dash Wilder,81,44,11,33,0,2014,25.0,75.0,0.0,Reality Era
Alexa Bliss,82,43,24,19,0,2014,55.81,44.19,0.0,Reality Era
Tamina Snuka,83,42,6,36,0,2014,14.29,85.71,0.0,Reality Era
Scott Dawson,84,41,12,29,0,2014,29.27,70.73,0.0,Reality Era
Dean Ambrose,1,218,150,63,5,2015,68.81,28.9,2.29,Reality Era
Roman Reigns,2,213,187,19,7,2015,87.79,8.92,3.29,Reality Era
Cesaro,3,187,117,69,1,2015,62.57,36.9,0.53,Reality Era
Big E,4,183,96,86,1,2015,52.46,46.99,0.55,Reality Era
Luke Harper,5,180,55,122,3,2015,30.56,67.78,1.67,Reality Era
Kofi Kingston,6,177,86,90,1,2015,48.59,50.85,0.56,Reality Era
Seth Rollins,7,176,51,124,1,2015,28.98,70.45,0.57,Reality Era
Ryback,8,174,138,34,2,2015,79.31,19.54,1.15,Reality Era
Dolph Ziggler,9,169,115,52,2,2015,68.05,30.77,1.18,Reality Era
Sin Cara,10,166,115,50,1,2015,69.28,30.12,0.6,Reality Era
Bray Wyatt,11,163,28,133,2,2015,17.18,81.6,1.23,Reality Era
Kalisto,12,163,107,54,2,2015,65.64,33.13,1.23,Reality Era
Viktor,13,162,19,143,0,2015,11.73,88.27,0.0,Reality Era
Konnor,14,160,19,141,0,2015,11.88,88.12,0.0,Reality Era
Bo Dallas,15,157,15,141,1,2015,9.55,89.81,0.64,Reality Era
Neville,16,154,116,38,0,2015,75.32,24.68,0.0,Reality Era
Titus O'Neil,17,153,92,61,0,2015,60.13,39.87,0.0,Reality Era
Kevin Owens,18,152,63,85,4,2015,41.45,55.92,2.63,Reality Era
Adam Rose,19,151,8,142,1,2015,5.3,94.04,0.66,Reality Era
Sasha Banks,20,151,62,87,2,2015,41.06,57.62,1.32,Reality Era
Tyler Breeze,21,151,44,105,2,2015,29.14,69.54,1.32,Reality Era
Rusev,22,149,52,93,4,2015,34.9,62.42,2.68,Reality Era
Naomi,23,148,55,92,1,2015,37.16,62.16,0.68,Reality Era
Stardust,24,148,38,110,0,2015,25.68,74.32,0.0,Reality Era
Charlotte,25,146,108,35,3,2015,73.97,23.97,2.05,Reality Era
Fandango,26,145,69,75,1,2015,47.59,51.72,0.69,Reality Era
Sheamus,27,145,58,86,1,2015,40.0,59.31,0.69,Reality Era
R-Truth,28,139,94,44,1,2015,67.63,31.65,0.72,Reality Era
Darren Young,29,136,87,47,2,2015,63.97,34.56,1.47,Reality Era
John Cena,30,136,125,11,0,2015,91.91,8.09,0.0,Reality Era
Kane,31,136,44,92,0,2015,32.35,67.65,0.0,Reality Era
The Miz,32,133,17,115,1,2015,12.78,86.47,0.75,Reality Era
Zack Ryder,33,133,88,45,0,2015,66.17,33.83,0.0,Reality Era
Heath Slater,34,132,1,131,0,2015,0.76,99.24,0.0,Reality Era
Paige,35,132,68,62,2,2015,51.52,46.97,1.52,Reality Era
Becky Lynch,36,131,71,59,1,2015,54.2,45.04,0.76,Reality Era
Jack Swagger,37,130,65,65,0,2015,50.0,50.0,0.0,Reality Era
Curtis Axel,38,128,58,68,2,2015,45.31,53.12,1.56,Reality Era
The Big Show,39,125,30,94,1,2015,24.0,75.2,0.8,Reality Era
Emma,40,124,62,62,0,2015,50.0,50.0,0.0,Reality Era
Finn Balor,41,123,103,20,0,2015,83.74,16.26,0.0,Reality Era
Jimmy Uso,42,121,82,36,3,2015,67.77,29.75,2.48,Reality Era
Bayley,43,119,99,19,1,2015,83.19,15.97,0.84,Reality Era
Fernando,44,117,30,87,0,2015,25.64,74.36,0.0,Reality Era
Baron Corbin,45,115,61,54,0,2015,53.04,46.96,0.0,Reality Era
Diego,46,115,29,86,0,2015,25.22,74.78,0.0,Reality Era
Xavier Woods,47,113,53,59,1,2015,46.9,52.21,0.88,Reality Era
Nikki Bella,48,111,68,43,0,2015,61.26,38.74,0.0,Reality Era
Alicia Fox,49,110,36,74,0,2015,32.73,67.27,0.0,Reality Era
Natalya,50,100,82,18,0,2015,82.0,18.0,0.0,Reality Era
Brie Bella,51,99,41,58,0,2015,41.41,58.59,0.0,Reality Era
Erick Rowan,52,98,53,44,1,2015,54.08,44.9,1.02,Reality Era
Simon Gotch,53,98,57,41,0,2015,58.16,41.84,0.0,Reality Era
Aiden English,54,97,57,40,0,2015,58.76,41.24,0.0,Reality Era
Bull Dempsey,55,96,62,34,0,2015,64.58,35.42,0.0,Reality Era
Scott Dawson,56,96,38,58,0,2015,39.58,60.42,0.0,Reality Era
Dash Wilder,57,95,38,57,0,2015,40.0,60.0,0.0,Reality Era
Colin Cassady,58,93,69,24,0,2015,74.19,25.81,0.0,Reality Era
Tye Dillinger,59,93,24,66,3,2015,25.81,70.97,3.23,Reality Era
Randy Orton,60,92,81,10,1,2015,88.04,10.87,1.09,Reality Era
Tyson Kidd,61,89,39,49,1,2015,43.82,55.06,1.12,Reality Era
Jason Jordan,62,88,28,59,1,2015,31.82,67.05,1.14,Reality Era
King Barrett,63,87,22,65,0,2015,25.29,74.71,0.0,Reality Era
Enzo Amore,64,86,67,19,0,2015,77.91,22.09,0.0,Reality Era
Blake,65,85,34,51,0,2015,40.0,60.0,0.0,Reality Era
Murphy,66,85,35,50,0,2015,41.18,58.82,0.0,Reality Era
Solomon Crowe,67,84,46,37,1,2015,54.76,44.05,1.19,Reality Era
Chad Gable,68,81,26,55,0,2015,32.1,67.9,0.0,Reality Era
Bad News Barrett,69,74,20,54,0,2015,27.03,72.97,0.0,Reality Era
Carmella,70,70,36,33,1,2015,51.43,47.14,1.43,Reality Era
D-Von Dudley,71,66,36,29,1,2015,54.55,43.94,1.52,Reality Era
Jey Uso,72,66,37,28,1,2015,56.06,42.42,1.52,Reality Era
Bubba Ray Dudley,73,65,36,28,1,2015,55.38,43.08,1.54,Reality Era
Goldust,74,62,22,40,0,2015,35.48,64.52,0.0,Reality Era
Damien Sandow,75,61,50,9,2,2015,81.97,14.75,3.28,Reality Era
Summer Rae,76,61,11,50,0,2015,18.03,81.97,0.0,Reality Era
Cameron,77,59,7,52,0,2015,11.86,88.14,0.0,Reality Era
Dana Brooke,78,58,18,39,1,2015,31.03,67.24,1.72,Reality Era
Daniel Bryan,79,58,51,7,0,2015,87.93,12.07,0.0,Reality Era
Braun Strowman,80,57,30,26,1,2015,52.63,45.61,1.75,Reality Era
Alexa Bliss,81,56,19,37,0,2015,33.93,66.07,0.0,Reality Era
Angelo Dawkins,82,56,11,45,0,2015,19.64,80.36,0.0,Reality Era
Mojo Rawley,83,52,41,11,0,2015,78.85,21.15,0.0,Reality Era
Elias Samson,84,51,12,38,1,2015,23.53,74.51,1.96,Reality Era
Apollo Crews,85,50,42,8,0,2015,84.0,16.0,0.0,Reality Era
Tamina,86,50,7,43,0,2015,14.0,86.0,0.0,Reality Era
Samoa Joe,87,48,36,11,1,2015,75.0,22.92,2.08,Reality Era
Sawyer Fulton,88,48,7,41,0,2015,14.58,85.42,0.0,Reality Era
Chris Jericho,89,46,42,4,0,2015,91.3,8.7,0.0,Reality Era
Damien Mizdow,90,43,14,29,0,2015,32.56,67.44,0.0,Reality Era
Alberto Del Rio,91,41,26,13,2,2015,63.41,31.71,4.88,Reality Era
Mark Henry,92,41,17,23,1,2015,41.46,56.1,2.44,Reality Era
Dean Ambrose,1,204,133,67,4,2016,65.2,32.84,1.96,New Era
Kevin Owens,2,193,61,130,2,2016,31.61,67.36,1.04,New Era
Tyler Breeze,3,182,17,163,2,2016,9.34,89.56,1.1,New Era
AJ Styles,4,176,108,68,0,2016,61.36,38.64,0.0,New Era
Sami Zayn,5,176,112,59,5,2016,63.64,33.52,2.84,New Era
Dolph Ziggler,6,172,114,56,2,2016,66.28,32.56,1.16,New Era
Zack Ryder,7,172,119,51,2,2016,69.19,29.65,1.16,New Era
Rusev,8,169,70,97,2,2016,41.42,57.4,1.18,New Era
Jey Uso,9,166,76,90,0,2016,45.78,54.22,0.0,New Era
Baron Corbin,10,165,103,59,3,2016,62.42,35.76,1.82,New Era
Sheamus,11,164,44,115,5,2016,26.83,70.12,3.05,New Era
Becky Lynch,12,161,102,54,5,2016,63.35,33.54,3.11,New Era
Roman Reigns,13,159,142,12,5,2016,89.31,7.55,3.14,New Era
Apollo Crews,14,155,125,30,0,2016,80.65,19.35,0.0,New Era
Jason Jordan,15,151,126,23,2,2016,83.44,15.23,1.32,New Era
Jimmy Uso,16,150,70,80,0,2016,46.67,53.33,0.0,New Era
Viktor,17,148,2,145,1,2016,1.35,97.97,0.68,New Era
Chad Gable,18,147,120,25,2,2016,81.63,17.01,1.36,New Era
The Miz,19,147,43,103,1,2016,29.25,70.07,0.68,New Era
Mojo Rawley,20,146,113,31,2,2016,77.4,21.23,1.37,New Era
Natalya,21,146,37,109,0,2016,25.34,74.66,0.0,New Era
Cesaro,22,143,78,62,3,2016,54.55,43.36,2.1,New Era
Jack Swagger,23,143,73,70,0,2016,51.05,48.95,0.0,New Era
Bayley,24,139,126,11,2,2016,90.65,7.91,1.44,New Era
Big E,25,139,107,31,1,2016,76.98,22.3,0.72,New Era
Fandango,26,135,24,111,0,2016,17.78,82.22,0.0,New Era
Kofi Kingston,27,135,95,39,1,2016,70.37,28.89,0.74,New Era
Kalisto,28,134,75,59,0,2016,55.97,44.03,0.0,New Era
Sasha Banks,29,134,101,28,5,2016,75.37,20.9,3.73,New Era
Bray Wyatt,30,133,24,107,2,2016,18.05,80.45,1.5,New Era
Sin Cara,31,133,69,62,2,2016,51.88,46.62,1.5,New Era
Aiden English,32,132,12,118,2,2016,9.09,89.39,1.52,New Era
Enzo Amore,33,130,79,48,3,2016,60.77,36.92,2.31,New Era
Charlotte,34,129,86,42,1,2016,66.67,32.56,0.78,New Era
Heath Slater,35,126,62,64,0,2016,49.21,50.79,0.0,New Era
Alexa Bliss,36,125,35,90,0,2016,28.0,72.0,0.0,New Era
Curtis Axel,37,125,11,114,0,2016,8.8,91.2,0.0,New Era
Simon Gotch,38,123,11,111,1,2016,8.94,90.24,0.81,New Era
Bo Dallas,39,122,17,104,1,2016,13.93,85.25,0.82,New Era
Carmella,40,122,59,62,1,2016,48.36,50.82,0.82,New Era
Goldust,41,122,96,26,0,2016,78.69,21.31,0.0,New Era
Karl Anderson,42,122,31,89,2,2016,25.41,72.95,1.64,New Era
Braun Strowman,43,121,65,54,2,2016,53.72,44.63,1.65,New Era
Titus O'Neil,44,121,47,73,1,2016,38.84,60.33,0.83,New Era
Kane,45,118,103,15,0,2016,87.29,12.71,0.0,New Era
R-Truth,46,118,96,21,1,2016,81.36,17.8,0.85,New Era
Seth Rollins,47,118,39,75,4,2016,33.05,63.56,3.39,New Era
Asuka,48,117,112,3,2,2016,95.73,2.56,1.71,New Era
Chris Jericho,49,115,38,77,0,2016,33.04,66.96,0.0,New Era
Konnor,50,113,2,110,1,2016,1.77,97.35,0.88,New Era
Luke Gallows,51,113,27,84,2,2016,23.89,74.34,1.77,New Era
Nia Jax,52,110,37,72,1,2016,33.64,65.45,0.91,New Era
Xavier Woods,53,110,83,26,1,2016,75.45,23.64,0.91,New Era
Darren Young,54,104,74,28,2,2016,71.15,26.92,1.92,New Era
Neville,55,104,78,26,0,2016,75.0,25.0,0.0,New Era
Big Cass,56,102,61,40,1,2016,59.8,39.22,0.98,New Era
Tye Dillinger,57,102,60,41,1,2016,58.82,40.2,0.98,New Era
Dash Wilder,58,101,34,64,3,2016,33.66,63.37,2.97,New Era
Scott Dawson,59,100,34,63,3,2016,34.0,63.0,3.0,New Era
D-Von Dudley,60,96,19,77,0,2016,19.79,80.21,0.0,New Era
Shinsuke Nakamura,61,96,90,4,2,2016,93.75,4.17,2.08,New Era
Samoa Joe,62,95,32,59,4,2016,33.68,62.11,4.21,New Era
Bubba Ray Dudley,63,93,21,72,0,2016,22.58,77.42,0.0,New Era
Alberto Del Rio,64,91,24,65,2,2016,26.37,71.43,2.2,New Era
Peyton Royce,65,89,20,67,2,2016,22.47,75.28,2.25,New Era
Erick Rowan,66,87,14,72,1,2016,16.09,82.76,1.15,New Era
Alexander Wolfe,67,86,37,49,0,2016,43.02,56.98,0.0,New Era
Dana Brooke,68,85,11,74,0,2016,12.94,87.06,0.0,New Era
Liv Morgan,69,85,42,43,0,2016,49.41,50.59,0.0,New Era
Naomi,70,84,41,43,0,2016,48.81,51.19,0.0,New Era
Angelo Dawkins,71,83,21,62,0,2016,25.3,74.7,0.0,New Era
Billie Kay,72,79,27,50,2,2016,34.18,63.29,2.53,New Era
Aliyah,73,78,26,51,1,2016,33.33,65.38,1.28,New Era
Patrick Clark,74,78,26,52,0,2016,33.33,66.67,0.0,New Era
Elias Samson,75,77,29,48,0,2016,37.66,62.34,0.0,New Era
The Big Show,76,77,60,16,1,2016,77.92,20.78,1.3,New Era
No Way Jose,77,76,56,19,1,2016,73.68,25.0,1.32,New Era
Alicia Fox,78,75,49,25,1,2016,65.33,33.33,1.33,New Era
Daria Berenato,79,74,27,47,0,2016,36.49,63.51,0.0,New Era
Epico,80,74,21,52,1,2016,28.38,70.27,1.35,New Era
Primo,81,74,19,54,1,2016,25.68,72.97,1.35,New Era
Riddick Moss,82,74,18,55,1,2016,24.32,74.32,1.35,New Era
Tino Sabbatelli,83,74,24,50,0,2016,32.43,67.57,0.0,New Era
Stardust,84,73,5,66,2,2016,6.85,90.41,2.74,New Era
Tucker Knight,85,73,28,45,0,2016,38.36,61.64,0.0,New Era
Finn Balor,86,72,60,11,1,2016,83.33,15.28,1.39,New Era
Luke Harper,87,72,20,51,1,2016,27.78,70.83,1.39,New Era
Sawyer Fulton,88,71,28,42,1,2016,39.44,59.15,1.41,New Era
Mandy Rose,89,68,13,54,1,2016,19.12,79.41,1.47,New Era
Andrade Almas,90,63,40,23,0,2016,63.49,36.51,0.0,New Era
Rhyno,91,63,50,13,0,2016,79.37,20.63,0.0,New Era
Austin Aries,92,61,37,23,1,2016,60.66,37.7,1.64,New Era
Rich Swann,93,61,41,19,1,2016,67.21,31.15,1.64,New Era
Randy Orton,94,60,39,21,0,2016,65.0,35.0,0.0,New Era
Ryback,95,55,37,17,1,2016,67.27,30.91,1.82,New Era
Bobby Roode,96,54,25,28,1,2016,46.3,51.85,1.85,New Era
Summer Rae,97,54,12,42,0,2016,22.22,77.78,0.0,New Era
Wesley Blake,98,53,7,45,1,2016,13.21,84.91,1.89,New Era
Ember Moon,99,51,36,15,0,2016,70.59,29.41,0.0,New Era
John Cena,100,50,29,21,0,2016,58.0,42.0,0.0,New Era
AJ Styles,1,175,109,65,1,2017,62.29,37.14,0.57,New Era
Jinder Mahal,2,172,60,111,1,2017,34.88,64.53,0.58,New Era
Baron Corbin,3,167,57,110,0,2017,34.13,65.87,0.0,New Era
Dean Ambrose,4,166,138,27,1,2017,83.13,16.27,0.6,New Era
Cesaro,5,164,59,103,2,2017,35.98,62.8,1.22,New Era
Sami Zayn,6,164,62,101,1,2017,37.8,61.59,0.61,New Era
Sheamus,7,164,59,103,2,2017,35.98,62.8,1.22,New Era
Shinsuke Nakamura,8,160,120,40,0,2017,75.0,25.0,0.0,New Era
Jason Jordan,9,159,101,58,0,2017,63.52,36.48,0.0,New Era
Charlotte Flair,10,158,87,70,1,2017,55.06,44.3,0.63,New Era
Sasha Banks,11,155,108,43,4,2017,69.68,27.74,2.58,New Era
Natalya,12,149,27,120,2,2017,18.12,80.54,1.34,New Era
Kevin Owens,13,147,44,102,1,2017,29.93,69.39,0.68,New Era
Seth Rollins,14,147,124,22,1,2017,84.35,14.97,0.68,New Era
Alexa Bliss,15,143,59,82,2,2017,41.26,57.34,1.4,New Era
Nia Jax,16,142,21,119,2,2017,14.79,83.8,1.41,New Era
Roman Reigns,17,139,115,19,5,2017,82.73,13.67,3.6,New Era
Bray Wyatt,18,136,39,96,1,2017,28.68,70.59,0.74,New Era
Aiden English,19,135,16,119,0,2017,11.85,88.15,0.0,New Era
Fandango,20,135,43,91,1,2017,31.85,67.41,0.74,New Era
Tyler Breeze,21,135,43,91,1,2017,31.85,67.41,0.74,New Era
Becky Lynch,22,133,84,48,1,2017,63.16,36.09,0.75,New Era
Dolph Ziggler,23,131,22,109,0,2017,16.79,83.21,0.0,New Era
Jimmy Uso,24,131,83,48,0,2017,63.36,36.64,0.0,New Era
Karl Anderson,25,131,36,95,0,2017,27.48,72.52,0.0,New Era
Carmella,26,130,13,116,1,2017,10.0,89.23,0.77,New Era
Jey Uso,27,130,81,49,0,2017,62.31,37.69,0.0,New Era
Randy Orton,28,129,93,36,0,2017,72.09,27.91,0.0,New Era
Bayley,29,128,97,28,3,2017,75.78,21.88,2.34,New Era
Tye Dillinger,30,126,79,46,1,2017,62.7,36.51,0.79,New Era
Chad Gable,31,125,73,52,0,2017,58.4,41.6,0.0,New Era
Finn Balor,32,124,108,15,1,2017,87.1,12.1,0.81,New Era
Kalisto,33,124,73,51,0,2017,58.87,41.13,0.0,New Era
The Miz,34,124,37,85,2,2017,29.84,68.55,1.61,New Era
Curt Hawkins,35,123,0,123,0,2017,0.0,100.0,0.0,New Era
Braun Strowman,36,121,59,56,6,2017,48.76,46.28,4.96,New Era
Bobby Roode,37,120,75,45,0,2017,62.5,37.5,0.0,New Era
Enzo Amore,38,120,52,66,2,2017,43.33,55.0,1.67,New Era
Mojo Rawley,39,118,77,41,0,2017,65.25,34.75,0.0,New Era
